panel,odor,fly_id,glomerulus,delta_f_over_f,roi_depth_um,zscore_scaled_delta_f_over_f,maxabs_scaled_delta_f_over_f,to-avg-max_scaled_delta_f_over_f,split-minmax_scaled_delta_f_over_f,split-minmax-to-avg_scaled_delta_f_over_f,delta_spike_rate,date,fly_num
megamat,va @ -3,9,VA5,0.049355744894068555,60.0,-0.381407104571285,0.031239170898660573,0.07420132183799813,0.03106245916561856,0.07378158457228974,2,2023-06-22,1
megamat,aa @ -3,3,VA6,0.005625668503711254,15.0,-0.6867231548154535,0.0032188333693289966,0.007645583538541014,0.003051752049052396,0.007248721059085989,10,2023-04-26,2
megamat,aa @ -3,4,VA6,0.027466362415113087,15.0,-0.6253825593482472,0.012434565815302267,0.029535393976047347,0.012277811074123565,0.029163059862649617,10,2023-04-26,3
megamat,aa @ -3,5,VA6,-0.015048060078749823,20.0,-0.7852779350496303,-0.00550019480599398,-0.013064422429621646,-0.03326011925824013,-0.012570540323371026,10,2023-05-08,1
megamat,aa @ -3,6,VA6,0.1717686267320723,15.0,-0.021165365817680998,0.0872216281052859,0.20717451558715974,0.08708594110594782,0.2068522229520646,10,2023-05-08,3
megamat,aa @ -3,7,VA6,-0.00885237913080896,20.0,-0.7782524686857065,-0.002854539620278693,-0.006780289200079186,-0.0292258752080905,-0.011045812552163123,10,2023-05-09,1
megamat,aa @ -3,8,VA6,0.9649697338517979,20.0,2.082905017027153,0.35835324533500185,0.8511840655135209,0.3580315150456078,0.8504198706881907,10,2023-05-10,1
megamat,aa @ -3,9,VA6,0.06415712877702817,30.0,-0.30424224914622566,0.04060754253703541,0.09645369086827962,0.04043253968934288,0.09603801265881867,10,2023-06-22,1
megamat,va @ -3,3,VA6,0.115177716071433,15.0,-0.10306561368499889,0.06590112368854535,0.15653265908248354,0.06574454922792372,0.15616075318325576,25,2023-04-26,2
megamat,va @ -3,4,VA6,0.1153561877077998,15.0,-0.24666308692655173,0.052224029035083754,0.12404592934556272,0.0520735900141528,0.12368859674396127,25,2023-04-26,3
megamat,va @ -3,5,VA6,0.254941165917077,20.0,-0.01890886440767038,0.0931831790458702,0.2213347812814994,0.09315108435147242,0.2212585478642929,25,2023-05-08,1
megamat,va @ -3,6,VA6,0.10428943990043325,15.0,-0.2860904789172161,0.05295667151424988,0.12578614967871907,0.052815890935478456,0.12545175844062106,25,2023-05-08,3
megamat,va @ -3,7,VA6,0.010692929888872297,20.0,-0.7058540251220169,0.003448043918319943,0.008190019425444488,0.0032855842256459323,0.007804134538137078,25,2023-05-09,1
megamat,va @ -3,8,VA6,0.4464674314884449,20.0,0.6213194994191006,0.165801110022005,0.39382164032937333,0.1653828315092041,0.3928281178493132,25,2023-05-10,1
megamat,va @ -3,9,VA6,0.06892326962853441,30.0,-0.27939466917329076,0.04362421848644823,0.1036190968814375,0.04344976591083425,0.10320472571420669,25,2023-06-22,1
megamat,aa @ -3,3,VC3,-0.013143808177683515,40.0,-0.7867207984140021,-0.0075204801588427475,-0.017863136331396568,-0.04284794700078487,-0.01619422472195701,-1,2023-04-26,2
megamat,aa @ -3,4,VC3,0.05618218565920501,60.0,-0.5016453532161275,0.025434787274288558,0.060414370232259436,0.025280096038250408,0.06004693749122991,-1,2023-04-26,3
megamat,aa @ -3,5,VC3,0.1869384379397221,60.0,-0.2119357796443881,0.06832759970493878,0.1622961836141897,0.0682946253045137,0.16221786066169225,-1,2023-05-08,1
megamat,aa @ -3,6,VC3,0.007691870881658461,50.0,-0.6653351482593209,0.0039058209536737432,0.009277361379573891,0.0037577488319248736,0.008925650791710812,-1,2023-05-08,3
megamat,aa @ -3,7,VC3,-0.0037413487604465285,50.0,-0.7593205273463097,-0.0012064359323253743,-0.0028656055303708044,-0.012267157862635214,-0.004636327409656234,-1,2023-05-09,1
megamat,aa @ -3,8,VC3,0.11372490073898416,70.0,-0.3166351862572135,0.042233124859307726,0.10031488031726914,0.04175288770129089,0.09917418961084258,-1,2023-05-10,1
megamat,aa @ -3,9,VC3,0.017620921972468763,80.0,-0.5468519739192352,0.01115296697621249,0.026491256593688627,0.010972591317257347,0.026062816531521506,-1,2023-06-22,1
megamat,va @ -3,3,VC3,0.1625247342954235,40.0,0.14918384079818042,0.09299162183948849,0.22087978207658365,0.09283958831157058,0.22051866209770205,36,2023-04-26,2
megamat,va @ -3,4,VC3,0.1123238160598636,60.0,-0.2597296527874861,0.05085121438045836,0.12078513019240252,0.05070055745477049,0.12042728000917093,36,2023-04-26,3
megamat,va @ -3,5,VC3,0.384970167934265,60.0,0.3501806985734619,0.14070989264089825,0.33422333977772517,0.14067948004514852,0.33415110179124097,36,2023-05-08,1
megamat,va @ -3,6,VC3,0.021412189921426957,50.0,-0.6114688045163034,0.010872800823863939,0.025825787625066935,0.010725764362711488,0.02547653700598725,36,2023-05-08,3
megamat,va @ -3,7,VC3,0.08908915984008041,50.0,-0.4154638847556853,0.028727705031947878,0.06823592385526595,0.028569366475106637,0.06785982775932108,36,2023-05-09,1
megamat,va @ -3,8,VC3,-0.06089279844948486,70.0,-0.8088580733854079,-0.022613281200853087,-0.05371254447311842,-0.16117881957481606,-0.060916944855409834,36,2023-05-10,1
megamat,va @ -3,9,VC3,0.08245074153829973,80.0,-0.2088711679630194,0.052186281681380876,0.1239562693622768,0.05201339091233476,0.12354560790015202,36,2023-06-22,1
megamat,aa @ -3,3,VC4,0.040729064776891,40.0,-0.4997037205920377,0.023303910054233073,0.05535297129451185,0.02314019541186203,0.054964105568607216,6,2023-04-26,2
megamat,aa @ -3,4,VC4,-0.0043045285942534504,40.0,-0.7622841294829608,-0.0019487452797769653,-0.004628787241316005,-0.014666334498487976,-0.005543087436874265,6,2023-04-26,3
megamat,aa @ -3,5,VC4,0.15827782295366544,50.0,-0.29328942918309514,0.057851899524454214,0.13741361540864755,0.0578185543607304,0.13733441179491407,6,2023-05-08,1
megamat,aa @ -3,6,VC4,0.0187570471301533,50.0,-0.62189296694773,0.009524557657967682,0.022623352278972678,0.009377320776784267,0.02227362560912748,6,2023-05-08,3
megamat,aa @ -3,7,VC4,0.03000204138696296,40.0,-0.6343304888273575,0.009674463165531031,0.022979417644730306,0.009513018514924008,0.02259594375172668,6,2023-05-09,1
megamat,aa @ -3,8,VC4,0.10497134130898216,50.0,-0.34131024677689964,0.0389823841159138,0.09259350829702745,0.03850051699288505,0.09144894599110083,6,2023-05-10,1
megamat,aa @ -3,9,VC4,-0.007447832754581457,55.0,-0.6775442692813028,-0.004714023073593061,-0.011197055913235696,-0.02346645364747657,-0.008869060255971246,6,2023-06-22,1
megamat,va @ -3,3,VC4,0.029035967668107718,40.0,-0.562000724237663,0.01661348186072573,0.039461428678643634,0.016448645763000987,0.03906989919863692,11,2023-04-26,2
megamat,va @ -3,4,VC4,0.05622187999327965,40.0,-0.5014743093301166,0.02545275768486153,0.060457054726761925,0.025298069301238988,0.0600896287609765,11,2023-04-26,3
megamat,va @ -3,5,VC4,0.16127056960529587,50.0,-0.28479446623923194,0.05894577405065966,0.14001185772540628,0.05891246760210722,0.13993274607047992,11,2023-05-08,1
megamat,va @ -3,6,VC4,0.018433112661761248,50.0,-0.62316474243444,0.009360068412928503,0.022232646666149748,0.009212807079969312,0.021882861916847518,11,2023-05-08,3
megamat,va @ -3,7,VC4,0.04899387993726795,40.0,-0.5639821740439783,0.015798574526182583,0.03752580748066959,0.015638128239226827,0.037144704966305925,11,2023-05-09,1
megamat,va @ -3,8,VC4,0.08831144231956857,50.0,-0.38827217341975595,0.032795528030822765,0.07789808308793841,0.03231055873516674,0.0767461522986977,11,2023-05-10,1
