	n	r	CI95%	p-val	X	Y	method	covar
pearson	113	0.10948817436499957	[-0.08  0.29]	0.2570788282110006	vcf_dat	orn_remy	pearson	chem_cols
pearson	113	0.1094881743649987	[-0.08  0.29]	0.2570788282110045	vcf_dat	orn_remy_mean_scaled	pearson	chem_cols
pearson	113	0.09887222105165126	[-0.09  0.28]	0.3063719729174934	vcf_dat	orn_remy_scaled_mean	pearson	chem_cols
pearson	113	-0.0077282796174222125	[-0.2   0.18]	0.9364308597451669	vcf_dat	kc_remy	pearson	chem_cols
pearson	113	-0.007728279617422411	[-0.2   0.18]	0.9364308597451654	vcf_dat	kc_remy_mean_scaled	pearson	chem_cols
pearson	113	-0.00768388013097803	[-0.2   0.18]	0.9367953124571604	vcf_dat	kc_remy_scaled_mean	pearson	chem_cols
pearson	113	0.016206399950004658	[-0.17  0.2 ]	0.8671654158235998	vcf_dat	kc_remy_combo	pearson	chem_cols
pearson	113	0.016206399950004603	[-0.17  0.2 ]	0.8671654158236002	vcf_dat	kc_remy_combo_mean_scaled	pearson	chem_cols
pearson	113	-0.00768388013097803	[-0.2   0.18]	0.9367953124571604	vcf_dat	kc_remy_combo_scaled_mean	pearson	chem_cols
pearson	113	0.09887222105165142	[-0.09  0.28]	0.3063719729174926	vcf_dat	orn_dat	pearson	chem_cols
pearson	113	0.15929179734427293	[-0.03  0.34]	0.09803328551435114	vcf_dat	orn_emb	pearson	chem_cols
pearson	113	-0.007683880130977691	[-0.2   0.18]	0.9367953124571631	vcf_dat	kc_dat	pearson	chem_cols
pearson	113	-0.000973381553251557	[-0.19  0.19]	0.991985191149991	vcf_dat	kc_emb	pearson	chem_cols
pearson	113	-0.037025731992717456	[-0.22  0.15]	0.7022874257118243	vcf_dat	kc_combo	pearson	chem_cols
pearson	113	0.12506706533125894	[-0.06  0.31]	0.195051619234735	vcf_dat	uniform_dat	pearson	chem_cols
pearson	113	0.13046634312559072	[-0.06  0.31]	0.17631379512011128	vcf_dat	uniform_emb	pearson	chem_cols
pearson	113	0.13801063914944922	[-0.05  0.32]	0.1523958794347469	vcf_dat	hemibrain_dat	pearson	chem_cols
pearson	113	0.13099884464143888	[-0.06  0.31]	0.17454006660871896	vcf_dat	hemibrain_emb	pearson	chem_cols
pearson	113	0.07180713624455012	[-0.12  0.26]	0.45808487347421534	vcf_dat	uniform_tom	pearson	chem_cols
pearson	113	0.08258370486991808	[-0.11  0.27]	0.39326093729625644	vcf_dat	hemibrain_tom	pearson	chem_cols
pearson	136	0.044716431046270565	[-0.13  0.21]	0.6106673751624747	vcf_emb_all	orn_remy	pearson	chem_cols
pearson	136	0.04471643104627067	[-0.13  0.21]	0.6106673751624738	vcf_emb_all	orn_remy_mean_scaled	pearson	chem_cols
pearson	136	0.03920450363732482	[-0.13  0.21]	0.655371154590299	vcf_emb_all	orn_remy_scaled_mean	pearson	chem_cols
pearson	136	0.24509530728563222	[0.08 0.4 ]	0.004618791850280745	vcf_emb_all	kc_remy	pearson	chem_cols
pearson	136	0.24509530728563178	[0.08 0.4 ]	0.004618791850280829	vcf_emb_all	kc_remy_mean_scaled	pearson	chem_cols
pearson	136	0.24589875577189657	[0.08 0.4 ]	0.00448224570648244	vcf_emb_all	kc_remy_scaled_mean	pearson	chem_cols
pearson	136	0.2677506630322774	[0.1  0.42]	0.0019102820554319463	vcf_emb_all	kc_remy_combo	pearson	chem_cols
pearson	136	0.26775066303227757	[0.1  0.42]	0.0019102820554319298	vcf_emb_all	kc_remy_combo_mean_scaled	pearson	chem_cols
pearson	136	0.24589875577189657	[0.08 0.4 ]	0.00448224570648244	vcf_emb_all	kc_remy_combo_scaled_mean	pearson	chem_cols
pearson	136	0.03920450363732484	[-0.13  0.21]	0.6553711545902989	vcf_emb_all	orn_dat	pearson	chem_cols
pearson	136	0.15243210614553226	[-0.02  0.32]	0.08100815987034464	vcf_emb_all	orn_emb	pearson	chem_cols
pearson	136	0.24589875577189543	[0.08 0.4 ]	0.004482245706482635	vcf_emb_all	kc_dat	pearson	chem_cols
pearson	136	0.24448557696462225	[0.08 0.4 ]	0.004724887860545102	vcf_emb_all	kc_emb	pearson	chem_cols
