InChI=1S/C9H14N2/c1-5-9-8(4)10-6(2)7(3)11-9/h5H2,1-4H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
InChI=1S/C10H16N2/c1-7(2)5-10-9(4)12-8(3)6-11-10/h6-7H,5H2,1-4H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
InChI=1S/C9H14N2/c1-8(2)3-4-9-7-10-5-6-11-9/h5-8H,3-4H2,1-2H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
InChI=1S/C11H18N2/c1-7(2)6-11-10(5)12-8(3)9(4)13-11/h7H,6H2,1-5H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
InChI=1S/C10H16N2/c1-8(2)4-5-10-7-11-6-9(3)12-10/h6-8H,4-5H2,1-3H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
InChI=1S/C11H18N2/c1-8(2)5-6-11-10(4)12-7-9(3)13-11/h7-8H,5-6H2,1-4H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
InChI=1S/C12H20N2/c1-6-8(2)7-12-11(5)13-9(3)10(4)14-12/h8H,6-7H2,1-5H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
InChI=1S/C10H16N2/c1-5-7(2)10-9(4)11-6-8(3)12-10/h6-7H,5H2,1-4H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
InChI=1S/C12H20N2/c1-8(2)6-7-12-11(5)13-9(3)10(4)14-12/h8H,6-7H2,1-5H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
InChI=1S/C8H10N2O/c1-5-4-9-8(7(3)11)6(2)10-5/h4H,1-3H3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
